Flow Duration,Packet Length Mean,Flow Bytes/s,Total Fwd Packets,Label,Destination Port
0.00013392238369823022,0.1946962067975831,7.302693499999999e-05,0.18181818181818182,DoS Slowhttptest,80
0.9181823300165897,0.04956570996978852,2.4104920080808083e-09,0.13636363636363635,DoS Slowhttptest,80
0.9181357860617466,0.050132175226586105,2.4381640823232325e-09,0.13636363636363635,DoS Slowhttptest,80
0.9180941836458683,0.050509818731117824,2.4566419813131315e-09,0.13636363636363635,DoS Slowhttptest,80
0.9180491171443982,0.05003776435045317,2.4338021787878787e-09,0.13636363636363635,DoS Slowhttptest,80
0.918005578179466,0.05003776435045317,2.4339176085858588e-09,0.13636363636363635,DoS Slowhttptest,80
0.9179185670271556,0.04966012084592145,2.4157773934343437e-09,0.13636363636363635,DoS Slowhttptest,80
0.9178749779790583,0.04994335347432024,2.4296709686868685e-09,0.13636363636363635,DoS Slowhttptest,80
0.9179617554099313,0.050320996978851965,2.4478113515151518e-09,0.13636363636363635,DoS Slowhttptest,80
0.9178314974444856,0.05003776435045317,2.4343792383838388e-09,0.13636363636363635,DoS Slowhttptest,80
0.9177885010471764,0.05003776435045317,2.4344932833333336e-09,0.13636363636363635,DoS Slowhttptest,80
0.9177447367080009,0.050132175226586105,2.4392029792929294e-09,0.13636363636363635,DoS Slowhttptest,80
0.917701072535156,0.04984894259818731,2.4255375732323232e-09,0.13636363636363635,DoS Slowhttptest,80
0.9176573916679226,0.050509818731117824,2.4578113085858587e-09,0.13636363636363635,DoS Slowhttptest,80
0.6961561629818047,0.1870234498489426,3.148995161616162e-08,0.7727272727272728,DoS Slowhttptest,80
0.6960377413377306,0.1870234498489426,3.149530921717172e-08,0.7727272727272728,DoS Slowhttptest,80
0.9637525095317654,0.1785223839879154,2.274642477777778e-08,0.8181818181818182,DoS Slowhttptest,80
0.9637110156294116,0.1785223839879154,2.2747404156565658e-08,0.8181818181818182,DoS Slowhttptest,80
0.91761416989637,0.05022658610271903,2.444144308585859e-09,0.13636363636363635,DoS Slowhttptest,80
0.9175705725010785,0.05088746223564955,2.476421761111111e-09,0.13636363636363635,DoS Slowhttptest,80
0.9175273841183028,0.04947129909365559,2.4076179656565654e-09,0.13636363636363635,DoS Slowhttptest,80
0.917440239410885,0.050509818731117824,2.4583930565656563e-09,0.13636363636363635,DoS Slowhttptest,80
0.9174841039163908,0.05088746223564955,2.476655152020202e-09,0.13636363636363635,DoS Slowhttptest,80
0.9173966670571763,0.04994335347432024,2.430937746969697e-09,0.13636363636363635,DoS Slowhttptest,80
0.9173537791733916,0.050320996978851965,2.4494336388888888e-09,0.13636363636363635,DoS Slowhttptest,80
0.9173118679113279,0.04984894259818731,2.4265667e-09,0.13636363636363635,DoS Slowhttptest,80
0.9172665092580609,0.050509818731117824,2.458858676262626e-09,0.13636363636363635,DoS Slowhttptest,80
0.9172231706257895,0.05022658610271903,2.4451862126262627e-09,0.13636363636363635,DoS Slowhttptest,80
0.9171376202324635,0.05088746223564955,2.477590803030303e-09,0.13636363636363635,DoS Slowhttptest,80
0.917179523147333,0.04966012084592145,2.4177239757575757e-09,0.13636363636363635,DoS Slowhttptest,80
0.9170925119950224,0.05060422960725076,2.4639220575757578e-09,0.13636363636363635,DoS Slowhttptest,80
0.9170493319594408,0.05069864048338368,2.4686351595959597e-09,0.13636363636363635,DoS Slowhttptest,80
0.9170058263832855,0.05022658610271903,2.4457657585858587e-09,0.13636363636363635,DoS Slowhttptest,80
0.9169622373351883,0.05022658610271903,2.445882021717172e-09,0.13636363636363635,DoS Slowhttptest,80
0.9169192492850732,0.05022658610271903,2.445996691919192e-09,0.13636363636363635,DoS Slowhttptest,80
0.9168758522224425,0.05022658610271903,2.4461124646464647e-09,0.13636363636363635,DoS Slowhttptest,80
0.9168320461472962,0.04966012084592145,2.4186402868686868e-09,0.13636363636363635,DoS Slowhttptest,80
